load,L,rho_hat,strategic_rho_hat,truthful_reward_per_slot,strategic_reward_per_slot,truthful_utility,strategic_utility,raw_strategic_gain,ic_slack,theory_rho_T_over_L,mean_delay_ms,sla_violation_rate,throughput_mbps,wasted_prbs,seed
0.85,30,0.0125,0.0125,-9.04393842525303,-18.950646479527688,431304.8107289624,485553.6670580482,54248.85632908577,678.1107041135722,1.0,3.123033340243051,0.2656944444444444,14.356556310595021,1.2049255965104073,21
0.85,60,0.0,0.0,-15.383179564619455,-18.519439753273637,530780.9016012929,529462.5714666029,0.0,0.0,0.0,21.213319182771688,0.465,14.963904001452542,1.304625506955362,21
0.85,120,0.1,0.025,-7.6551558855513715,-14.654488405262807,444607.30044260056,481886.49226376676,37279.1918211662,3727.91918211662,2.0,3.758387346468672,0.27249999999999996,15.129107956834684,5.013981517448575,21
0.85,240,0.027916666666666666,0.0,-15.064327353133438,-20.287707918698917,500058.8314074533,526218.1241854473,26159.292777994066,730.2802567190009,0.2791666666666667,14.697699003174705,0.4574999999999999,15.248290845893028,4.126122315868723,21
1.15,30,0.09833333333333334,0.05083333333333333,-10.659589050239266,-20.79237102954486,730155.5745139386,719959.6163232811,0.0,0.0,7.866666666666668,5.889607687223645,0.35777777777777775,19.3927187690839,0.8561842242113545,21
1.15,60,0.08333333333333334,0.08416666666666667,-13.680376868463249,-23.828540649702322,786173.6566553926,769446.8893634247,0.0,0.0,3.333333333333334,6.212002424087572,0.375,20.108906144548687,1.6875809096739167,21
1.15,120,0.08291666666666667,0.07708333333333332,-16.501178336308786,-22.988738739595625,717405.6751889939,675684.1837721561,0.0,0.0,1.6583333333333334,12.610122258734304,0.4570833333333334,19.50843568863115,1.807210442744432,21
1.15,240,0.030833333333333334,0.0,-14.574711652597834,-22.03885859902529,692818.0037267763,713484.5414956175,20666.53776884114,637.2182478726018,0.30833333333333335,9.351295189925068,0.39319444444444446,18.770813788104807,3.3613636040405184,21
0.55,30,0.0,0.0,-4.125318922331144,-4.524479430260867,187807.83569141087,239591.4154170956,51783.579725684715,0.0,0.0,1.1931439103291546,0.10916666666666666,8.81425757541634,1.2637773330709803,22
0.55,60,0.0,0.0,-4.529653615614308,-4.679080971374008,196963.38366983843,231783.93492362567,34820.55125378724,0.0,0.0,1.5067592719407679,0.13986111111111113,9.169485704478225,1.9687335554857135,22
0.55,120,0.0,0.0,-4.648878562721194,-5.005010675078296,204072.98064420768,237528.93115552177,33455.95051131409,0.0,0.0,2.0521529341040052,0.15180555555555555,9.281349823935436,2.52525762368384,22
0.55,240,0.0,0.0,-7.655370384720156,-8.239093810602789,239228.6834603472,276305.00678021926,37076.323319872055,0.0,0.0,2.323159378797255,0.21000000000000002,9.544507385346137,1.5372230616672105,22
0.85,30,0.025,0.0125,-8.2304957495545,-19.537279522844766,467403.9798790115,509404.12288397935,42000.14300496783,1050.0035751241958,2.0,3.076629773593493,0.21930555555555556,14.4946489447531,1.2091191410907083,22
0.85,60,0.05166666666666667,0.030416666666666668,-10.238128525076473,-16.35441107498482,491828.8318128542,517117.61095589906,25288.77914304484,1306.5869223906502,2.066666666666667,5.487170360684558,0.34208333333333335,15.418902158404574,1.7286091699199801,22
0.85,120,0.05,0.0008333333333333333,-15.583804021137361,-19.85662309436596,496776.5627786131,517203.8340548469,20427.271276233776,1021.3635638116889,1.0,15.367114362926838,0.39777777777777773,14.43516791571451,2.2971908119374036,22
0.85,240,0.0,0.0,-12.022961360013504,-17.863410169117127,502748.7899717416,500246.7970390215,0.0,0.0,0.0,10.658598698821887,0.44708333333333333,13.900043802331856,1.5650965148993108,22
1.15,30,0.056666666666666664,0.05333333333333333,-9.708416363209226,-20.52131296955602,818009.60366059,794499.2162491224,0.0,0.0,4.533333333333333,3.773939939733186,0.30236111111111114,19.36771686645678,1.1333758033135826,22
1.15,60,0.057499999999999996,0.06333333333333332,-16.518364038503147,-25.098386415957915,745589.9267606382,724023.8774866755,0.0,0.0,2.3,10.01791041846519,0.3731944444444445,19.736289922476814,1.970996691037504,22
1.15,120,0.10541666666666667,0.05166666666666667,-20.070738953319704,-21.469506206608145,740840.2128401845,694003.0210820148,0.0,0.0,2.1083333333333334,34.89714832179713,0.5054166666666667,19.205788701682884,3.374603334436505,22
1.15,240,0.13374999999999998,0.0175,-14.336202170738725,-23.43464329939504,639860.8448941354,632629.4199944402,0.0,0.0,1.3374999999999997,8.201704999850833,0.3834722222222222,18.328553765987802,5.0024970631493,22
0.55,30,0.0,0.0,-4.5016590181602405,-4.995232819855972,208457.75316920882,263961.6473044036,55503.89413519477,0.0,0.0,1.2224260187018663,0.12194444444444445,9.540743557827673,1.3021164873228817,23
0.55,60,0.0,0.0,-4.59884781132102,-4.741183440760894,172056.61195868283,209401.95010937468,37345.33815069185,0.0,0.0,1.2892976182168696,0.12333333333333334,8.902897746064335,1.944405541409937,23
0.55,120,0.0,0.0,-5.277379649594647,-5.50963911027398,224620.82956218594,258703.30773366988,34082.478171483934,0.0,0.0,1.8730470356416167,0.14944444444444444,10.332043296102139,3.091482946274693,23
0.55,240,0.0,0.0,-6.6595288967153525,-6.904165366127945,225381.6494778751,261124.76111795282,35743.111640077725,0.0,0.0,2.217088265781543,0.1948611111111111,9.65596929851114,2.807861320084098,23
0.85,30,0.0,0.0,-6.615457186912622,-16.239533522309387,408279.2530723373,481714.2254756464,73434.97240330908,0.0,0.0,2.3105818143018277,0.20055555555555554,14.027456485854339,1.1635178775641897,23
0.85,60,0.0008333333333333333,0.0,-7.831947974094827,-16.55475073473079,469761.4387163789,507742.1510772308,37980.71236085193,31.650593634043275,0.03333333333333333,2.8649156576946853,0.23694444444444446,14.293471447671854,1.6316687753078873,23
0.85,120,0.07708333333333332,0.06999999999999999,-9.768863121898674,-12.494291704183013,464483.7103901797,465916.9869518642,1433.276561684499,110.48173496318012,1.5416666666666665,8.46527239532505,0.35,14.69017606504911,3.759985763526059,23
0.85,240,0.0,0.0,-13.96048169659176,-18.279035235273902,498200.6094614218,500411.57991744456,2210.970456022769,0.0,0.0,20.404508694761773,0.4529166666666666,14.41049984904814,1.5499813955133483,23
1.15,30,0.09791666666666668,0.08916666666666666,-13.563796876898186,-24.7632901665619,671077.0989154186,645852.7473642544,0.0,0.0,7.833333333333334,11.799435780259728,0.4027777777777778,20.848073544963324,0.7174339100022122,23
1.15,60,0.06625,0.050416666666666665,-12.151353320756773,-22.828215514630223,769799.538227308,748268.1176762003,0.0,0.0,2.65,4.099877490962162,0.32152777777777775,19.429521918461294,1.7455688454341012,23
1.15,120,0.057499999999999996,0.0,-18.72306890773968,-19.913879808913826,725344.5122872781,677590.7876892288,0.0,0.0,1.15,46.561937442594555,0.5130555555555556,17.959745264576046,1.966372009570423,23
1.15,240,0.005,0.0,-20.553373940691554,-21.0649769408022,719225.4101948958,667343.084515547,0.0,0.0,0.05,46.869349919095285,0.5527777777777778,18.505510905826767,1.8551201366722399,23
